SOURCE	TARGET
833	164
833	634
834	519
834	759
836	92
836	327
836	345
836	759
837	277
838	162
838	461
839	180
839	621
840	162
840	284
840	315
843	87
843	166
846	495
846	642
848	344
850	360
851	174
851	744
852	466
852	808
853	201
853	217
853	746
853	837
854	178
855	516
855	757
856	594
857	226
857	692
858	508
858	605
859	475
859	664
860	81
860	594
860	784
861	189
861	306
862	114
862	232
863	175
863	517
863	627
863	728
863	795
865	214
865	512
865	691
866	155
867	566
868	34
868	349
869	7
869	101
871	10
871	593
871	670
872	5
872	870
873	758
874	310
875	276
875	284
875	642
876	489
877	115
877	254
877	523
877	818
878	377
879	380
880	58
880	323
880	743
881	233
881	266
881	442
882	585
882	734
883	363
884	359
884	667
884	816
885	413
886	17
886	144
886	207
886	376
886	445
886	658
887	434
889	366
889	383
889	880
890	292
890	353
890	846
891	627
892	175
892	213
892	846
893	34
893	654
894	341
894	713
895	160
895	278
895	594
895	602
895	799
895	868
896	631
896	838
897	83
897	155
897	474
898	360
899	345
899	383
899	573
899	825
899	868
901	367
901	777
903	816
904	67
904	569
905	166
906	214
906	725
907	223
907	377
907	449
908	31
909	631
909	672
909	756
909	876
911	58
911	136
911	258
911	325
911	817
913	101
915	172
915	537
915	650
916	321
918	96
919	20
919	252
919	325
919	686
920	134
920	439
921	459
922	765
923	32
925	346
925	906
925	910
928	237
928	836
929	76
929	181
929	184
929	437
930	393
930	395
930	525
931	816
932	179
932	779
933	155
934	18
934	108
934	254
934	927
935	131
936	120
936	276
937	641
938	36
938	120
938	271
938	486
939	731
940	68
940	170
940	531
940	786
941	139
941	677
941	732
942	570
943	171
943	771
944	416
945	724
946	326
946	892
947	581
947	751
948	97
949	329
949	362
951	184
952	415
954	277
954	318
954	526
954	906
955	801
956	225
956	505
956	522
957	63
961	903
963	382
964	93
964	447
964	801
964	845
965	276
966	211
969	49
969	272
969	885
970	322
971	503
972	818
972	909
973	548
973	658
974	387
974	390
974	878
974	939
978	198
979	550
979	922
981	65
983	835
984	685
986	95
988	202
988	215
988	424
988	621
989	35
989	509
989	856
990	345
992	610
992	661
996	64
997	993
998	434
998	880
998	986
999	121
1000	195
1000	435
1000	646
1001	418
1001	518
1001	895
1002	35
1002	648
1003	149
1003	294
1003	449
1003	514
1003	714
1004	89
1005	133
1007	298
1007	750
1009	981
1010	362
1010	751
1011	590
1011	725
1012	170
1013	709
1013	759
1014	282
1014	958
1014	975
1015	39
1015	202
1015	586
1015	779
1016	407
1017	520
1017	561
1017	669
1017	943
1017	1005
1018	242
1018	284
1019	973
1021	407
1021	816
1021	876
1022	166
1023	281
1023	654
1024	160
1024	688
1025	500
1025	956
1027	254
1029	428
1030	372
1030	466
1030	843
1030	879
1031	128
1031	888
1032	453
1032	721
1033	129
1033	410
1033	653
1034	500
1035	1002
1036	339
1037	69
1037	958
1038	776
1038	935
1039	253
1040	477
1040	857
1040	858
1041	902
1042	14
1042	193
1042	482
1042	988
1043	588
1043	707
1044	667
1044	733
1044	759
1045	441
1045	950
1045	969
1045	971
1046	160
1046	254
1046	910
1047	177
1047	371
1048	91
1048	580
1048	731
1048	824
1048	1046
1049	489
1049	490
1050	388
1051	334
1051	909
1053	492
1054	691
1056	592
1057	700
1058	256
1058	274
1058	378
1058	499
1059	485
1059	979
1060	140
1060	186
1060	264
1060	339
1061	355
1061	800
1061	970
1062	1020
1063	237
1063	814
1064	238
1064	384
1064	477
1064	730
1065	372
1066	936
1066	1038
1067	561
1067	845
1068	913
1070	862
1071	322
1071	601
1072	411
1072	939
1072	942
1073	458
1074	470
1074	1013
1075	59
1076	649
1076	889
1077	697
1078	638
1078	833
1079	170
1079	241
1079	726
1079	1023
1080	836
1081	52
1081	434
1081	683
1082	15
1082	357
1082	831
1083	218
1083	920
1083	1001
1083	1073
1084	752
1084	813
1084	878
1084	1038
1085	134
1085	186
1085	322
1086	164
1086	182
1086	300
1086	428
1087	371
1087	488
1088	852
1089	176
1089	863
1091	13
1091	224
1091	530
1094	7
1094	905
1094	1060
1094	1063
1096	662
1097	42
1097	308
1097	501
1097	901
1098	856
1098	890
1098	1020
1100	478
1101	123
1101	156
1101	1050
1102	0
1102	234
1103	121
1104	637
1106	142
1106	999
1106	1035
1107	558
1107	591
1108	895
1108	938
1109	326
1109	610
1109	696
1109	805
1110	236
1110	770
1111	647
1111	854
1112	679
1112	784
1112	1030
1113	251
1114	424
1115	464
1115	882
1116	590
1116	818
1117	371
1117	481
1117	922
1118	329
1118	469
1118	573
1119	287
1119	1088
1120	735
1121	228
1121	455
1121	878
1123	16
1123	26
1123	638
1124	284
1124	607
1124	650
1124	893
1125	874
1126	967
1127	275
1127	1074
1128	299
1128	833
1128	1120
1129	2
1129	19
1130	125
1130	968
1131	509
1132	518
1132	607
1132	850
1132	1035
1133	293
1133	857
1134	437
1135	698
1136	622
1136	633
1136	1128
1138	612
1139	26
1139	239
1139	283
1139	1068
1140	201
1140	375
1140	624
1141	557
1141	654
1141	715
1141	1020
1142	49
1142	577
1142	601
1142	811
1143	274
1143	467
1143	784
1143	852
1144	54
1144	1043
1145	151
1145	620
1145	1090
1146	325
1146	513
1146	829
1147	701
1148	105
1149	93
1149	192
1149	431
1149	470
1150	589
1150	616
1151	510
1151	667
1151	752
1151	982
1152	208
1152	650
1152	651
1152	963
1152	1138
1153	301
1153	327
1153	921
1154	247
1154	874
1154	975
1155	816
1156	498
1156	699
1156	907
1157	424
1158	163
1159	567
1159	852
1160	352
1160	689
1160	751
1160	1033
1161	572
1162	529
1162	887
1163	513
1163	778
1165	353
1165	848
1166	345
1167	352
1167	994
1168	342
1168	641
1168	770
1169	388
1169	416
1169	658
1169	878
1170	62
1171	1042
1172	65
1172	606
1173	42
1174	64
1174	496
1174	610
1174	998
1175	571
1175	603
1175	1058
1176	157
1176	1058
1176	1063
1178	209
1178	761
1178	954
1179	469
1179	609
1180	194
1181	589
1181	606
1181	671
1181	867
1182	114
1182	976
1182	1080
1183	1026
1184	26
1184	254
1184	732
1184	957
1184	1182
1185	321
1185	924
1186	805
1186	811
1186	955
1186	984
1187	181
1187	847
1187	1170
1188	17
1188	175
1188	739
1189	153
1189	274
1189	529
1189	626
1189	868
1189	1182
1190	668
1190	768
1191	354
1191	1059
1192	852
1193	1179
1194	430
1194	1019
1194	1021
1195	81
1195	1157
1196	116
1196	917
1197	775
1197	1071
1198	133
1198	369
1198	1084
1199	126
1199	127
1199	952
1199	967
1199	1052
1200	666
1200	860
1201	51
1201	686
1201	765
1201	852
1201	1056
1202	863
1203	5
1203	103
1203	380
1203	652
1206	749
1207	535
1207	597
1207	1173
1208	695
1208	906
1209	110
1209	651
1209	836
1210	335
1210	451
1210	790
1210	1202
1211	556
1212	64
1212	984
1212	1099
1213	407
1213	733
1213	1211
1214	416
1214	1068
1215	139
1215	1170
1216	1099
1217	10
1219	559
1220	346
1220	571
1221	141
1221	165
1221	490
1221	1025
1222	94
1222	234
1223	263
1223	588
1223	905
1224	270
1224	799
1224	1029
1225	842
1226	3
1226	61
1226	443
1226	1185
1228	581
1228	1211
1229	103
1229	143
1229	372
1229	909
1229	941
1230	296
1230	525
1230	548
1231	24
1231	96
1231	433
1231	580
1232	169
1232	477
1233	561
1233	612
1233	1219
1234	616
1234	1072
1235	861
1235	903
1235	942
1236	60
1236	1021
1237	945
1238	445
1238	804
1238	883
1238	992
1239	1171
1240	383
1240	1162
1241	71
1241	821
1242	80
1242	454
1242	679
1242	783
1242	971
1243	474
1243	572
1243	833
1243	865
1243	1091
1244	745
1244	1153
1245	486
1245	508
1245	688
1245	710
1245	936
1245	974
1247	147
1247	200
1247	645
1248	504
1248	587
1249	594
1249	895
1250	46
1251	134
1251	411
1252	92
1252	732
1252	757
1252	925
1253	424
1253	514
1253	1125
1253	1142
1254	420
1254	492
1255	217
1255	1040
1256	1219
1257	133
1257	248
1257	285
1257	301
1257	1148
1258	1091
1259	667
1259	1142
1260	455
1260	571
1260	624
1260	904
1260	957
1261	726
1262	120
1263	634
1263	835
1263	990
1264	957
1265	372
1265	1238
1266	1162
1267	16
1267	381
1268	158
1268	1109
1268	1206
1269	566
1269	731
1269	828
1270	457
1271	76
1271	253
1271	773
1272	357
1272	416
1272	457
1272	746
1272	833
1272	855
1272	1159
1272	1240
1273	109
1273	183
1274	1210
1275	720
1276	450
1276	514
1276	833
1277	873
1278	122
1278	356
1278	535
1278	866
1278	1158
1279	1234
1280	783
1281	7
1281	229
1281	736
1281	739
1281	841
1281	1150
1281	1266
1282	43
1282	1245
1283	782
1284	325
1284	412
1284	1067
1285	206
1286	401
1286	669
1287	60
1287	119
1287	670
1287	1155
1288	169
1288	281
1288	764
1289	60
1290	458
1290	899
1291	213
1292	547
1292	894
1292	975
1293	755
1294	323
1294	381
1294	594
1294	625
1294	637
1294	895
1295	70
1295	851
1295	1166
1296	1278
1297	447
1297	490
1297	772
1297	798
1297	1107
1298	168
1298	710
1298	863
1298	874
1298	1060
1299	310
1300	21
1300	931
1301	382
1301	998
1301	1023
1302	238
1302	431
1302	1256
1303	132
1303	192
1303	930
1304	297
1304	308
1304	884
1304	1026
1305	136
1305	545
1305	613
1305	701
1305	785
1305	825
1305	1244
1306	1144
1306	1156
1307	1026
1308	482
1308	773
1308	866
1309	991
1309	1019
1310	170
1311	68
1311	314
1311	500
1311	563
1311	734
1311	852
1311	1069
1312	132
1312	723
1312	882
1312	1289
1314	284
1314	297
1314	1150
1315	11
1315	204
1315	340
1315	354
1316	786
1316	1192
1317	495
1317	752
1317	887
1317	1137
1317	1178
1317	1223
1318	1013
1318	1200
1320	475
1320	1074
1321	920
1322	289
1323	36
1323	682
1323	839
1323	1257
1324	1095
1324	1097
1325	257
1325	645
1327	121
1327	309
1327	336
1327	1180
1328	143
1328	378
1328	1175
1328	1316
1328	1318
1329	1160
1330	571
1330	818
1330	842
1330	857
1330	1092
1330	1186
1332	597
1332	1152
1333	17
1333	1204
1334	356
1334	830
1334	1031
1334	1207
1335	575
1335	786
1335	1119
1336	159
1336	391
1337	41
1337	244
1338	70
1338	689
1338	804
1339	987
1340	325
1340	1077
1341	253
1341	446
1341	924
1341	1021
1343	229
1343	383
1343	617
1343	734
1343	1143
1345	89
1345	148
1345	686
1345	910
1346	814
1347	223
1347	488
1347	1005
1347	1295
1348	461
1350	26
1350	96
1350	1051
1350	1183
1352	392
1352	1048
1353	570
1353	1207
1354	367
1354	472
1354	1104
1355	387
1355	794
1356	857
1356	1320
1357	364
1357	565
1357	1123
1359	920
1359	1173
1360	348
1360	479
1360	1273
1362	622
1362	963
1362	1211
1363	411
1364	179
1364	345
1365	699
1365	1138
1365	1315
1366	40
1366	225
1366	1176
1367	265
1367	452
1367	552
1368	1046
1369	606
1369	692
1369	937
1369	1072
1370	601
1370	1134
1371	245
1371	404
1371	461
1371	915
1372	724
1372	745
1372	1026
1373	161
1373	507
1373	1032
1374	480
1374	606
1375	172
1375	328
1375	965
1376	663
1377	272
1377	308
1377	353
1377	433
1377	767
1377	906
1377	929
1377	1332
1378	396
1378	964
1378	1124
1379	12
1379	158
1379	216
1379	1021
1379	1092
1379	1133
1379	1285
1381	910
1381	1200
1381	1277
1382	765
1382	804
1382	889
1382	930
1382	1192
1382	1294
1383	139
1383	188
1383	623
1383	734
1384	305
1384	732
1385	162
1385	1336
1386	656
1386	707
1387	616
1388	513
1389	77
1389	416
1389	466
1389	1178
1390	459
1390	702
1391	369
1391	850
1391	974
1391	1217
1392	6
1392	411
1392	412
1392	1070
1392	1233
1393	28
1393	54
1393	754
1394	1057
1395	620
1395	691
1395	1356
1396	11
1396	289
1397	161
1397	375
1397	1056
1397	1077
1398	103
1398	582
1398	642
1398	756
1398	786
1399	583
1400	92
1400	482
1401	298
1402	4
1402	917
1402	1140
1403	786
1404	166
1404	519
1404	999
1405	295
1405	1043
1406	304
1406	973
1406	1175
1407	236
1407	1360
1408	186
1408	374
1408	580
1408	885
1408	1065
1408	1222
1410	405
1410	791
1410	1046
1411	44
1412	733
1412	895
1412	1113
1412	1197
1413	208
1414	200
1414	419
1414	896
1415	124
1415	663
1416	124
1416	352
1416	483
1417	264
1417	424
1417	839
1417	1235
1418	627
1419	414
1419	428
1419	672
1419	856
1419	1380
1420	891
1421	200
1421	1072
1421	1241
1422	853
1422	1400
1423	915
1424	13
1424	1121
1425	430
1427	547
1427	1362
1428	454
1428	952
1428	1356
1429	70
1429	626
1429	661
1431	854
1431	1139
1432	519
1432	891
1432	1041
1433	272
1433	659
1433	956
1434	137
1434	246
1434	464
1434	577
1435	1167
1435	1248
1436	619
1436	801
1437	1251
1439	65
1439	539
1439	757
1439	1039
1441	106
1441	112
1441	142
1441	380
1441	526
1441	972
1442	1343
1443	798
1443	959
1444	1143
1444	1420
1445	95
1445	232
1445	630
1445	821
1445	1429
1446	1065
1446	1144
1447	171
1447	494
1448	31
1448	114
1448	544
1448	871
1449	131
1449	150
1449	181
1449	761
1449	1128
1450	176
1450	846
1451	288
1451	1400
1452	484
1452	1106
1453	919
1453	1223
1453	1253
1454	43
1454	1374
1455	93
1455	95
1455	1291
1456	200
1456	781
1456	994
1458	131
1458	171
1459	343
1459	1314
1460	308
1460	1136
1460	1354
1461	267
1462	336
1462	502
1462	730
1462	1138
1462	1225
1463	17
1463	155
1463	661
1463	1171
1464	44
1464	1028
1464	1158
1465	910
1466	120
1466	184
1466	673
1466	700
1466	1125
1467	189
1467	310
1467	510
1467	1442
1468	51
1468	207
1468	912
1469	431
1469	1091
1469	1261
1470	44
1470	510
1470	660
1470	703
1470	724
1470	982
1470	1350
1470	1362
1471	883
1471	1155
1472	23
1472	944
1473	321
1473	1278
1474	352
1474	1195
1474	1462
1475	162
1476	87
1476	721
1477	431
1477	856
1477	866
1477	1320
1477	1395
1478	17
1478	48
1478	597
1479	9
1479	685
1479	1085
1480	633
1480	988
1480	1078
1480	1182
1481	376
1482	348
1482	765
1482	1453
1483	537
1483	728
1483	1452
1484	247
1484	291
1484	420
1484	927
1485	606
1485	640
1486	887
1486	1006
1487	428
1487	500
1487	709
1488	422
1489	61
1489	1109
1490	910
1490	1098
1490	1204
1490	1464
1491	556
1491	1355
1491	1482
1492	850
1492	959
1493	1064
1494	86
1494	101
1494	112
1494	1285
1495	1275
1495	1430
1496	25
1496	697
1496	801
1496	938
1497	786
1497	1472
1498	146
1498	235
1498	312
1498	720
1498	934
1499	651
1499	763
1500	36
1500	82
1500	197
1500	1118
1501	76
1501	741
1501	1225
1501	1254
1502	240
1502	444
1502	480
1502	952
1502	1226
1503	93
1503	261
1503	728
1504	74
1504	471
1504	669
1504	1303
1504	1469
1504	1502
1505	271
1505	340
1505	529
1505	1248
1506	642
1506	1259
1507	315
1507	753
1508	52
1508	1304
1508	1402
1509	236
1509	650
1509	1115
1510	143
1510	812
1510	846
1511	840
1511	854
1512	364
1512	602
1512	1238
1513	454
1513	788
1513	1181
1514	1004
1515	18
1515	213
1515	954
1515	1281
1516	419
1516	1121
1516	1236
1517	91
1517	873
1517	916
1518	92
1518	291
1518	621
1518	1036
1518	1433
1519	591
1519	1093
1519	1476
1519	1506
1520	486
1520	845
1521	556
1522	318
1523	77
1523	242
1523	284
1523	374
1523	1049
1524	191
1524	1257
1525	372
1525	890
1525	950
1525	1007
1526	1329
1527	193
1527	950
1527	1438
1528	83
1528	803
1528	1108
1528	1273
1528	1325
1530	149
1530	247
1530	446
1530	476
1530	556
1530	767
1530	1088
1532	487
1532	776
1532	795
1532	1258
1532	1322
1533	228
1533	435
1533	1181
1533	1236
1535	57
1535	554
1535	833
1535	983
1536	1235
1537	261
1537	972
1537	1088
1538	152
1538	246
1538	252
1538	477
1538	522
1538	928
1538	1334
1539	619
1540	9
1540	1020
1540	1030
1540	1117
1540	1202
1541	1354
1542	567
1542	1188
1543	159
1543	987
1544	38
1544	299
1544	423
1544	532
1544	564
1544	767
1544	1191
1545	329
1545	595
1545	714
1545	1351
1545	1371
1545	1469
1546	2
1546	158
1546	202
1546	814
1547	197
1547	455
1547	744
1547	840
1547	1112
1548	788
1548	800
1549	408
1549	593
1549	991
1550	12
1550	140
1550	902
1550	1541
1551	433
1551	903
1551	931
1552	445
1553	578
1553	1033
1553	1325
1553	1546
1554	1240
1555	142
1555	302
1555	848
1556	295
1556	521
1556	549
1556	939
1556	1148
1557	11
1557	892
1557	1093
1558	1311
1559	494
1559	1259
1559	1381
1560	16
1560	642
1560	972
1561	1473
1561	1481
1562	85
1562	109
1562	722
1562	801
1562	1094
1563	632
1563	814
1563	1064
1563	1168
1564	255
1564	1314
1565	593
1565	1031
1565	1166
1566	478
1566	1273
1567	1006
1568	1110
1568	1128
1569	251
1569	437
1569	518
1569	835
1569	884
1570	116
1570	162
1570	181
1570	231
1570	539
1570	1471
1570	1566
1571	556
1571	733
1572	6
1572	80
1572	338
1572	447
1572	482
1572	909
1572	1202
1573	544
1573	647
1573	1473
1574	589
1574	1101
1575	22
1575	1348
1577	115
1577	637
1577	771
1577	932
1578	1546
1579	1564
1580	241
1580	368
1580	694
1580	920
1581	30
1581	1049
1581	1136
1582	153
1582	415
1582	496
1582	519
1582	830
1583	3
1583	242
1583	692
1583	706
1583	1145
1583	1253
1584	441
1584	549
1584	1154
1586	104
1586	1062
1587	219
1587	667
1587	679
1587	1574
1588	697
1588	1008
1588	1189
1588	1414
1588	1561
1589	302
1589	678
1589	1426
1590	128
1590	275
1590	1536
1591	193
1591	1087
1591	1239
1591	1308
1591	1391
1592	16
1592	334
1592	855
1593	72
1593	87
1593	134
1593	624
1593	829
1593	1327
1594	1173
1594	1327
1594	1528
1595	45
1595	491
1595	1345
1595	1413
1595	1455
1596	988
1597	420
1599	126
1599	928
1599	969
1600	298
1600	304
1600	572
1600	830
1601	352
1601	463
1601	529
1601	1421
1602	709
1602	1042
1603	1
1603	161
1603	420
1603	552
1603	1178
1604	502
1604	1090
1604	1386
1605	130
1605	244
1605	264
1605	1550
1606	813
1606	1296
1606	1436
1607	580
1608	255
1608	439
1608	1112
1609	83
1609	1202
1609	1596
1610	126
1610	443
1610	592
1610	1488
1611	1226
1612	104
1612	1140
1612	1187
1612	1259
1612	1275
1613	115
1613	584
1613	746
1613	1610
1614	1110
1614	1403
1614	1566
1615	163
1616	560
1616	1449
1617	92
1617	238
1617	583
1617	795
1617	1565
1618	799
1618	1037
1618	1197
1618	1485
1619	659
1619	1054
1620	229
1620	581
1620	738
1620	1144
1621	139
1621	513
1621	852
1621	1040
1622	637
1622	718
1623	78
1623	636
1623	1075
1623	1483
1624	9
1624	496
1624	809
1624	989
1624	1182
1625	406
1625	1139
1626	233
1626	753
1626	815
1626	1474
1626	1561
1627	286
1627	1172
1627	1574
1628	257
1628	990
1628	1047
1628	1058
1628	1407
1629	234
1629	579
1630	470
1630	533
1630	807
1630	1001
1630	1112
1631	617
1631	1238
1631	1571
1632	551
1632	677
1632	686
1632	689
1632	962
1633	1603
1634	600
1634	1509
1635	837
1635	1224
1635	1580
1636	1248
1637	892
1638	146
1638	443
1638	1486
1639	182
1639	856
1640	343
1640	442
1640	1215
1640	1329
1640	1589
1641	116
1641	895
1641	1019
1642	89
1642	158
1642	384
1642	415
1642	446
1642	729
1642	1313
1642	1573
1643	740
1643	748
1643	1172
1643	1439
1644	203
1644	560
1644	725
1644	1478
1645	270
1645	1496
1646	1638
1647	395
1647	449
1647	956
1647	1262
1647	1616
1648	1495
1648	1545
1649	61
1649	226
1649	330
1649	811
1649	1157
1649	1253
1649	1390
1649	1567
1650	221
1650	1397
1651	22
1651	175
1651	788
1651	844
1652	117
1652	1129
1653	293
1653	644
1653	670
1653	1441
1653	1471
1653	1647
1654	96
1654	307
1654	323
1654	325
1654	1626
1655	53
1655	227
1655	241
1655	298
1655	681
1656	586
1656	699
1657	1373
1657	1384
1657	1540
1658	128
1658	515
1658	528
1658	1529
1658	1569
1659	224
1659	970
1660	356
1660	1271
1660	1432
1660	1495
1661	726
1661	942
1661	1061
1661	1155
1661	1326
1662	1182
1663	183
1663	457
1663	880
1663	889
1663	938
1664	558
1665	1235
1665	1315
1665	1524
1665	1620
1666	164
1666	591
1666	711
1666	1195
1667	1023
1667	1087
1667	1275
1668	65
1668	605
1668	649
1668	654
1668	1286
1669	329
1669	999
1670	58
1670	1303
1670	1338
1670	1416
1670	1641
1671	1554
1672	76
1672	285
1672	1514
1673	1172
1673	1412
1673	1506
1674	247
1674	265
1674	450
1674	936
1675	91
1675	964
1675	1031
1675	1069
1675	1133
1675	1575
1675	1645
1676	145
1676	1130
1677	752
1677	1039
1678	833
1678	1173
1678	1417
1679	418
1679	750
1679	824
1680	811
1680	1040
1681	576
1681	1120
1681	1245
1682	504
1682	1223
1682	1309
1683	44
1683	189
1683	544
1683	652
1683	1487
1684	168
1684	913
1684	1196
1684	1622
1685	409
1685	610
1685	945
1685	1375
1685	1580
1685	1610
1686	718
1687	152
1687	274
1687	399
1687	669
1687	980
1688	34
1688	110
1688	528
1688	587
1688	1656
1689	1054
1689	1172
1689	1225
1689	1277
1689	1310
1690	375
1690	745
1691	171
1691	385
1691	1570
1692	419
1692	741
1693	806
1693	1086
1694	499
1695	454
1695	752
1695	1156
1696	123
1696	618
1696	1104
1696	1140
1697	369
1697	690
1697	1135
1697	1425
1698	1099
1698	1544
1699	127
1699	331
1699	518
1699	1241
1699	1330
1699	1467
1699	1549
1700	244
1700	343
1700	350
1700	398
1700	691
1700	1303
1700	1480
1701	23
1701	736
1701	779
1701	1112
1701	1150
1701	1241
1702	1462
1703	196
1703	358
1703	563
1703	880
1704	166
1704	336
1704	452
1704	490
1704	562
1704	1509
1704	1532
1705	356
1705	677
1705	902
1705	1191
1705	1333
1706	246
1706	382
1706	849
1706	1202
1706	1564
1706	1578
1707	1077
1707	1299
1708	1133
1708	1148
1708	1500
1709	287
1709	289
1709	1000
1709	1519
1710	168
1710	1038
1710	1291
1710	1370
1710	1465
1711	15
1711	310
1711	798
1712	613
1712	723
1712	1030
1712	1087
1713	233
1713	294
1714	537
1714	1386
1714	1691
1715	78
1715	649
1715	1038
1715	1668
1715	1712
1716	243
1718	23
1718	119
1719	114
1719	584
1719	661
1719	712
1720	374
1720	894
1720	1487
1721	431
1721	514
1721	730
1721	960
1722	619
1722	1074
